"","Subject","AgeGroup","Phase","Item_ID","prime_target","PrimeType","TargetSlide.ACC","Sex","Procedure.Block.","Trial","picture1","picture2","PracticeSlide.ACC","PracticeSlide.CRESP","richtig","Sortiernummer","TargetSlide.CRESP","testpic1","testpic2","text"
"2700",51,"9",3,28,2,1,0,0,"test",78,"","",NA,"","4",78,"4","bilder/Woman kissing Nurse.bmp","bilder/Nurse kissing Woman.bmp","Wo ist die Krankenschwester, die die Frau küsst"
"2713",52,"9",1,30,2,1,0,0,"test",1,"","",NA,"","{+}",1,"{+}","bilder/Queen splashing Granny.bmp","bilder/Granny splashing Queen.bmp","Wo ist die Königin, die die Großmutter bespritzt"
"2714",52,"9",1,35,2,1,0,0,"test",2,"","",NA,"","4",2,"4","bilder/Child waking Witch.bmp","bilder/Witch waking Child.bmp","Wo ist die Hexe, die das Kind weckt"
"2715",52,"9",1,1031,10,1,1,0,"test",3,"","",NA,"","4",3,"4","bilder/girl drinks.bmp","bilder/girl drinks 2.bmp","Wo trinkt das Mädchen"
"2716",52,"9",1,31,2,1,0,0,"test",4,"","",NA,"","{+}",4,"{+}","bilder/Queen hugging Doctor.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin umarmt"
"2717",52,"9",1,23,2,1,0,0,"test",5,"","",NA,"","{+}",5,"{+}","bilder/Child combing Painter.bmp","bilder/Painter combing Child.bmp","Wo ist das Kind, das die Malerin kämmt"
"2718",52,"9",1,1028,10,1,1,0,"test",6,"","",NA,"","4",6,"4","bilder/girl shaking.bmp","bilder/girl shaking 2.bmp","Wo zittert das Mädchen"
"2719",52,"9",1,1029,10,1,1,0,"test",7,"","",NA,"","{+}",7,"{+}","bilder/nurse boy.bmp","bilder/nurse talks on phone.bmp","Wo telefoniert die Krankenschwester"
"2720",52,"9",1,33,2,1,0,0,"test",8,"","",NA,"","4",8,"4","bilder/Painter kissing Nurse.bmp","bilder/Nurse kissing Painter.bmp","Wo ist die Krankenschwester, die die Malerin küsst"
"2721",52,"9",1,22,2,1,0,0,"test",9,"","",NA,"","4",9,"4","bilder/Girl pushing granny.bmp","bilder/Granny pushing Girl.bmp","Wo ist die Großmutter, die das Mädchen schubst"
"2722",52,"9",1,1030,10,1,1,0,"test",10,"","",NA,"","{+}",10,"{+}","bilder/grandpa talks to granddaughter 2.bmp","bilder/grandpa talks to granddaughter.bmp","Wo spricht der Großvater mit dem Mädchen"
"2723",52,"9",1,6,2,1,0,0,"test",11,"","",NA,"","{+}",11,"{+}","bilder/Doctor waking Ballerina.bmp","bilder/Ballerina waking Doctor.bmp","Wo ist die Ärztin, die die Ballerina weckt?"
"2724",52,"9",1,12,2,1,0,0,"test",12,"","",NA,"","4",12,"4","bilder/50b.bmp","bilder/50a.bmp","Wo ist die Frau, die das Mädchen umarmt?"
"2725",52,"9",1,1009,10,1,1,0,"test",13,"","",NA,"","{+}",13,"{+}","bilder/granny carrying shopping bags2.bmp","bilder/granny carrying shopping bags.bmp","Wo ist die Großmutter mit den Einkaufsbeuteln?"
"2726",52,"9",1,5,2,1,0,0,"test",14,"","",NA,"","{+}",14,"{+}","bilder/13a.bmp","bilder/13b.bmp","Wo ist das Kind, das die Königin schubst?"
"2727",52,"9",1,2,2,1,0,0,"test",15,"","",NA,"","4",15,"4","bilder/Witch kissing Photographer.bmp","bilder/Photographer kissing Witch.bmp","Wo ist die Fotografin, die die Hexe küsst?"
"2728",52,"9",1,1005,10,1,1,0,"test",16,"","",NA,"","{+}",16,"{+}","bilder/clown purple.bmp","bilder/clown yellow.bmp","Wo ist der Clown mit den gelben Haaren?"
"2729",52,"9",1,1002,10,1,1,0,"test",17,"","",NA,"","4",17,"4","bilder/boy eating apple.bmp","bilder/boy eating apple2.bmp","Wo ist der Junge mit dem Apfel?"
"2730",52,"9",1,17,2,1,0,0,"test",18,"","",NA,"","4",18,"4","bilder/Granny combing Woman.bmp","bilder/Woman combing Granny.bmp","Wo ist die Frau, die die Großmutter kämmt?"
"2731",52,"9",1,8,2,1,0,0,"test",19,"","",NA,"","{+}",19,"{+}","bilder/25a.bmp","bilder/25b.bmp","Wo ist die Sängerin, die das Mädchen bespritzt?"
"2732",52,"9",1,1016,10,1,1,0,"test",20,"","",NA,"","4",20,"4","bilder/chef sitting at table.bmp","bilder/chef sitting at table2.bmp","Wo sitzt der Koch am Tisch?"
"2733",52,"9",2,512,1,1,1,0,"test",21,"","",NA,"","{+}",21,"{+}","bilder/Granny pushing Singer.bmp","bilder/Granny combing Singer.bmp","Wo ist die Sängerin, die die Großmutter kämmt"
"2734",52,"9",2,32,2,1,0,0,"test",22,"","",NA,"","4",22,"4","bilder/Singer splashing Photographer.bmp","bilder/Photographer splashing Singer.bmp","Wo ist die Fotografin, die die Sängerin bespritzt"
"2735",52,"9",2,1026,10,1,1,0,"test",23,"","",NA,"","{+}",23,"{+}","bilder/woman listens to radio 2.bmp","bilder/woman listens to radio.bmp","Wo hört die Frau Radio"
"2736",52,"9",2,511,1,1,1,0,"test",24,"","",NA,"","4",24,"4","bilder/Child kissing Girl.bmp","bilder/Child splashing Girl.bmp","Wo ist das Mädchen, das das Kind küsst"
"2737",52,"9",2,24,2,1,0,0,"test",25,"","",NA,"","{+}",25,"{+}","bilder/Singer combing Ballerina.bmp","bilder/Ballerina combing Singer.bmp","Wo ist die Sängerin, die die Ballerina kämmt"
"2738",52,"9",2,1027,10,1,1,0,"test",26,"","",NA,"","4",26,"4","bilder/girl prods man with ruler HA.bmp","bilder/girl prods man with ruler LA.bmp","Wo ist das Mädchen mit dem lineal?"
"2739",52,"9",2,510,1,1,1,0,"test",27,"","",NA,"","{+}",27,"{+}","bilder/Woman combing Ballerina.bmp","bilder/Woman splashing Ballerina.bmp","Wo ist die Ballerina, die die Frau bespritzt"
"2740",52,"9",2,19,2,1,0,0,"test",28,"","",NA,"","{+}",28,"{+}","bilder/Doctor hugging Witch.bmp","bilder/Witch hugging doctor.bmp","Wo ist die Ärztin, die die Hexe umarmt"
"2741",52,"9",2,1025,10,1,1,0,"test",29,"","",NA,"","{+}",29,"{+}","bilder/grandpa reads book to boy 2.bmp","bilder/grandpa reads book to boy.bmp","Wo liest der Großvater dem Jungen vor"
"2742",52,"9",2,1024,10,1,1,0,"test",30,"","",NA,"","4",30,"4","bilder/grandma with handbag waves man.bmp","bilder/grandma with handbag waves man 2.bmp","Wo ist die Großmutter mit der Handtasche"
"2743",52,"9",2,509,1,1,1,0,"test",31,"","",NA,"","4",31,"4","bilder/Witch waking Photographer.bmp","bilder/Witch kissing Photographer.bmp","Wo ist die Fotografin, die die Hexe weckt"
"2744",52,"9",2,28,2,1,0,0,"test",32,"","",NA,"","4",32,"4","bilder/Woman kissing Nurse.bmp","bilder/Nurse kissing Woman.bmp","Wo ist die Krankenschwester, die die Frau küsst"
"2745",52,"9",2,1023,10,1,1,0,"test",33,"","",NA,"","{+}",33,"{+}","bilder/doctor talks on phone 2.bmp","bilder/doctor talks on phone.bmp","Wo telefoniert der Doktor"
"2746",52,"9",2,508,1,1,1,0,"test",34,"","",NA,"","4",34,"4","bilder/Doctor pushing Queen.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin schubst"
"2747",52,"9",2,29,2,1,0,0,"test",35,"","",NA,"","4",35,"4","bilder/Ballerina waking Girl.bmp","bilder/Girl waking Ballerina.bmp","Wo ist das Mädchen, das die Ballerina weckt"
"2748",52,"9",2,1022,10,1,1,0,"test",36,"","",NA,"","{+}",36,"{+}","bilder/man reads newspaper 2.bmp","bilder/man reads newspaper.bmp","Wo liest der Mann die Zeitung?"
"2749",52,"9",2,1032,10,1,1,0,"test",37,"","",NA,"","4",37,"4","bilder/woman cuts cake.bmp","bilder/man cutting cake.bmp","Wo schneidet die Frau den Kuchen?"
"2750",52,"9",2,507,1,1,1,0,"test",38,"","",NA,"","{+}",38,"{+}","bilder/Painter waking Nurse.bmp","bilder/Painter hugging Nurse.bmp","Wo ist die Krankenschwester, die die Malerin umarmt"
"2751",52,"9",2,36,2,1,0,0,"test",39,"","",NA,"","{+}",39,"{+}","bilder/Woman pushing Granny.bmp","bilder/Granny pushing Woman.bmp","Wo ist die Frau, die die Großmutter schubst"
"2752",52,"9",2,1021,10,1,1,0,"test",40,"","",NA,"","4",40,"4","bilder/boy plays with dog.bmp","bilder/boy plays with dog2.bmp","Wo spielt der Junge mit dem Hund"
"2753",52,"9",2,501,1,1,1,0,"test",41,"","",NA,"","4",41,"4","bilder/Ballerina kissing Doctor.bmp","bilder/Ballerina pushing Doctor.bmp","Wo ist die Ärztin, die die Ballerina küsst?"
"2754",52,"9",2,15,2,1,0,0,"test",42,"","",NA,"","{+}",42,"{+}","bilder/Witch waking Nurse.bmp","bilder/Nurse waking Witch.bmp","Wo ist die Hexe, die die Krankenschwester weckt?"
"2755",52,"9",2,1001,10,1,1,0,"test",43,"","",NA,"","4",43,"4","bilder/boy laughing.bmp","bilder/boy laughing2.bmp","Wo lacht der Junge?"
"2756",52,"9",2,505,1,1,1,0,"test",44,"","",NA,"","{+}",44,"{+}","bilder/Girl waking Painter.bmp","bilder/Girl combing Painter.bmp","Wo ist die Malerin, die das Mädchen kämmt?"
"2757",52,"9",2,16,2,1,0,0,"test",45,"","",NA,"","4",45,"4","bilder/49b.bmp","bilder/49a.bmp","Wo ist die Sängerin, die das Kind umarmt?"
"2758",52,"9",2,1011,10,1,1,0,"test",46,"","",NA,"","{+}",46,"{+}","bilder/grandpa waving chef2.bmp","bilder/grandpa waving chef.bmp","Wo winkt der Großvater dem Koch?"
"2759",52,"9",2,506,1,1,1,0,"test",47,"","",NA,"","4",47,"4","bilder/Singer pushing Witch.bmp","bilder/Singer combing Witch.bmp","Wo ist die Hexe, die die Sängerin schubst?"
"2760",52,"9",2,13,2,1,0,0,"test",48,"","",NA,"","4",48,"4","bilder/36b.bmp","bilder/36a.bmp","Wo ist die Großmutter, die die Königin küsst?"
"2761",52,"9",2,1007,10,1,1,0,"test",49,"","",NA,"","{+}",49,"{+}","bilder/girl riding bike2.bmp","bilder/girl riding bike.bmp","Wo fährt das Mädchen mit dem Fahrrad?"
"2762",52,"9",2,504,1,1,1,0,"test",50,"","",NA,"","{+}",50,"{+}","bilder/Nurse kissing Child.bmp","bilder/Nurse splashing Child.bmp","Wo ist das Kind, das die Krankenschwester bespritzt?"
"2763",52,"9",2,14,2,1,1,0,"test",51,"","",NA,"","4",51,"4","bilder/Painter pushing Ballerina.bmp","bilder/Ballerina pushing Painter.bmp","Wo ist die Ballerina, die die Malerin schubst?"
"2764",52,"9",2,1010,10,1,1,0,"test",52,"","",NA,"","4",52,"4","bilder/grandpa dancing.bmp","bilder/grandpa dancing2.bmp","Wo tanzt der Großvater?"
"2765",52,"9",2,502,1,1,1,0,"test",53,"","",NA,"","{+}",53,"{+}","bilder/Photographer splashing Granny.bmp","bilder/Photographer hugging Granny.bmp","Wo ist die Großmutter, die die Fotografin umarmt?"
"2766",52,"9",2,3,2,1,0,0,"test",54,"","",NA,"","{+}",54,"{+}","bilder/Painter splashing Doctor.bmp","bilder/Doctor splashing painter.bmp","Wo ist die Malerin, die die Ärztin bespritzt?"
"2767",52,"9",2,1008,10,1,1,0,"test",55,"","",NA,"","4",55,"4","bilder/girl tickling boy with feather HA.bmp","bilder/girl talks to boy with tube LA.bmp","Wo kitzelt das Mädchen den Jungen?"
"2768",52,"9",2,1013,10,1,1,0,"test",56,"","",NA,"","{+}",56,"{+}","bilder/man cutting cake2.bmp","bilder/man cutting cake.bmp","Wo schneidet der Mann den Kuchen?"
"2769",52,"9",2,503,1,1,1,0,"test",57,"","",NA,"","4",57,"4","bilder/Queen waking Woman.bmp","bilder/Queen hugging Woman.bmp","Wo ist die Frau, die die Königin weckt?"
"2770",52,"9",2,4,2,1,0,0,"test",58,"","",NA,"","{+}",58,"{+}","bilder/Nurse combing Photographer.bmp","bilder/Photographer combing nurse.bmp","Wo ist die Krankenschwester, die die Fotografin kämmt?"
"2771",52,"9",3,1020,10,1,1,0,"test",59,"","",NA,"","{+}",59,"{+}","bilder/grandpa bathing 2.bmp","bilder/grandpa bathing.bmp","Wo badet der Großvater"
"2772",52,"9",3,20,2,1,0,0,"test",60,"","",NA,"","4",60,"4","bilder/Photographer splashing Ballerina.bmp","bilder/Ballerina splashing Photographer.bmp","Wo ist die Ballerina, die die Fotografin bespritzt"
"2773",52,"9",3,25,2,1,0,0,"test",61,"","",NA,"","4",61,"4","bilder/Painter hugging Queen.bmp","bilder/Queen hugging Painter.bmp","Wo ist die Königin, die die Malerin umarmt"
"2774",52,"9",3,1019,10,1,1,0,"test",62,"","",NA,"","4",62,"4","bilder/man sleeps.bmp","bilder/man sleeps 2.bmp","Wo schläft der Mann"
"2775",52,"9",3,26,2,1,0,0,"test",63,"","",NA,"","{+}",63,"{+}","bilder/Doctor combing Witch.bmp","bilder/Witch combing Doctor.bmp","Wo ist die Ärztin, die die Hexe kämmt"
"2776",52,"9",3,34,2,1,0,0,"test",64,"","",NA,"","{+}",64,"{+}","bilder/Child kissing Nurse.bmp","bilder/Nurse kissing Child.bmp","Wo ist das Kind, das die Krankenschwester küsst"
"2777",52,"9",3,1018,10,1,1,0,"test",65,"","",NA,"","4",65,"4","bilder/grandpa waves chef.bmp","bilder/grandpa waves woman.bmp","Wo grüßt der Großvater den Koch"
"2778",52,"9",3,1017,10,1,1,0,"test",66,"","",NA,"","{+}",66,"{+}","bilder/girl helps grandma 2.bmp","bilder/girl helps grandma.bmp","Wo hilft das Mädchen der Großmutter"
"2779",52,"9",3,27,2,1,0,0,"test",67,"","",NA,"","{+}",67,"{+}","bilder/Singer waking Photographer.bmp","bilder/Photographer waking Singer.bmp","Wo ist die Sängerin, die die Fotografin weckt"
"2780",52,"9",3,21,2,1,0,0,"test",68,"","",NA,"","4",68,"4","bilder/Girl pushing Woman.bmp","bilder/Woman pushing Girl.bmp","Wo ist die Frau, die das Mädchen schubst"
"2781",52,"9",3,1006,10,1,1,0,"test",69,"","",NA,"","{+}",69,"{+}","bilder/girl combing hair2.bmp","bilder/girl combing hair.bmp","Wo kämmt sich das Mädchen die Haare"
"2782",52,"9",3,11,2,1,0,0,"test",70,"","",NA,"","4",70,"4","bilder/30b.bmp","bilder/30a.bmp","Wo ist die Malerin, die die Großmutter weckt?"
"2783",52,"9",3,1,2,1,0,0,"test",71,"","",NA,"","{+}",71,"{+}","bilder/15a.bmp","bilder/15b.bmp","Wo ist die Krankenschwester, die die Ballerina umarmt?"
"2784",52,"9",3,1004,10,1,1,0,"test",72,"","",NA,"","4",72,"4","bilder/chef carrying cake.bmp","bilder/chef carrying cake2.bmp","Wo ist der Koch mit dem Kuchen?"
"2785",52,"9",3,1012,10,1,1,0,"test",73,"","",NA,"","{+}",73,"{+}","bilder/man combing boy2.bmp","bilder/man combing boy.bmp","Wo kämmt der Mann den Jungen?"
"2786",52,"9",3,10,2,1,0,0,"test",74,"","",NA,"","4",74,"4","bilder/14b.bmp","bilder/14a.bmp","Wo ist die Fotografin, die die Ärztin schubst?"
"2787",52,"9",3,9,2,1,0,0,"test",75,"","",NA,"","{+}",75,"{+}","bilder/11a.bmp","bilder/11b.bmp","Wo ist das Mädchen, das die Sängerin küsst?"
"2788",52,"9",3,1003,10,1,1,0,"test",76,"","",NA,"","4",76,"4","bilder/cat chasing cat2.bmp","bilder/cat chasing cat.bmp","Wo jagt der Hund die Katze?"
"2789",52,"9",3,7,2,1,0,0,"test",77,"","",NA,"","4",77,"4","bilder/21b.bmp","bilder/21a.bmp","Wo ist die Königin, die das Kind kämmt?"
"2790",52,"9",3,18,2,1,0,0,"test",78,"","",NA,"","{+}",78,"{+}","bilder/Witch splashing Woman.bmp","bilder/Woman splashing Witch.bmp","Wo ist die Hexe, die die Frau bespritzt?"
"2803",53,"9",1,20,2,1,0,0,"test",1,"","",NA,"","4",1,"4","bilder/Photographer splashing Ballerina.bmp","bilder/Ballerina splashing Photographer.bmp","Wo ist die Ballerina, die die Fotografin bespritzt"
"2804",53,"9",1,25,2,1,0,0,"test",2,"","",NA,"","4",2,"4","bilder/Painter hugging Queen.bmp","bilder/Queen hugging Painter.bmp","Wo ist die Königin, die die Malerin umarmt"
"2805",53,"9",1,1031,10,1,1,0,"test",3,"","",NA,"","4",3,"4","bilder/girl drinks.bmp","bilder/girl drinks 2.bmp","Wo trinkt das Mädchen"
"2806",53,"9",1,26,2,1,0,0,"test",4,"","",NA,"","{+}",4,"{+}","bilder/Doctor combing Witch.bmp","bilder/Witch combing Doctor.bmp","Wo ist die Ärztin, die die Hexe kämmt"
"2807",53,"9",1,34,2,1,0,0,"test",5,"","",NA,"","{+}",5,"{+}","bilder/Child kissing Nurse.bmp","bilder/Nurse kissing Child.bmp","Wo ist das Kind, das die Krankenschwester küsst"
"2808",53,"9",1,1030,10,1,1,0,"test",6,"","",NA,"","{+}",6,"{+}","bilder/grandpa talks to granddaughter 2.bmp","bilder/grandpa talks to granddaughter.bmp","Wo spricht der Großvater mit dem Mädchen"
"2809",53,"9",1,1029,10,1,1,0,"test",7,"","",NA,"","{+}",7,"{+}","bilder/nurse boy.bmp","bilder/nurse talks on phone.bmp","Wo telefoniert die Krankenschwester"
"2810",53,"9",1,27,2,1,0,0,"test",8,"","",NA,"","{+}",8,"{+}","bilder/Singer waking Photographer.bmp","bilder/Photographer waking Singer.bmp","Wo ist die Sängerin, die die Fotografin weckt"
"2811",53,"9",1,21,2,1,0,0,"test",9,"","",NA,"","4",9,"4","bilder/Girl pushing Woman.bmp","bilder/Woman pushing Girl.bmp","Wo ist die Frau, die das Mädchen schubst"
"2812",53,"9",1,1028,10,1,1,0,"test",10,"","",NA,"","4",10,"4","bilder/girl shaking.bmp","bilder/girl shaking 2.bmp","Wo zittert das Mädchen"
"2813",53,"9",1,11,2,1,0,0,"test",11,"","",NA,"","4",11,"4","bilder/30b.bmp","bilder/30a.bmp","Wo ist die Malerin, die die Großmutter weckt?"
"2814",53,"9",1,1,2,1,0,0,"test",12,"","",NA,"","{+}",12,"{+}","bilder/15a.bmp","bilder/15b.bmp","Wo ist die Krankenschwester, die die Ballerina umarmt?"
"2815",53,"9",1,1009,10,1,1,0,"test",13,"","",NA,"","{+}",13,"{+}","bilder/granny carrying shopping bags2.bmp","bilder/granny carrying shopping bags.bmp","Wo ist die Großmutter mit den Einkaufsbeuteln?"
"2816",53,"9",1,10,2,1,0,0,"test",14,"","",NA,"","4",14,"4","bilder/14b.bmp","bilder/14a.bmp","Wo ist die Fotografin, die die Ärztin schubst?"
"2817",53,"9",1,9,2,1,0,0,"test",15,"","",NA,"","{+}",15,"{+}","bilder/11a.bmp","bilder/11b.bmp","Wo ist das Mädchen, das die Sängerin küsst?"
"2818",53,"9",1,1005,10,1,1,0,"test",16,"","",NA,"","{+}",16,"{+}","bilder/clown purple.bmp","bilder/clown yellow.bmp","Wo ist der Clown mit den gelben Haaren?"
"2819",53,"9",1,1002,10,1,1,0,"test",17,"","",NA,"","4",17,"4","bilder/boy eating apple.bmp","bilder/boy eating apple2.bmp","Wo ist der Junge mit dem Apfel?"
"2820",53,"9",1,7,2,1,0,0,"test",18,"","",NA,"","4",18,"4","bilder/21b.bmp","bilder/21a.bmp","Wo ist die Königin, die das Kind kämmt?"
"2821",53,"9",1,18,2,1,0,0,"test",19,"","",NA,"","{+}",19,"{+}","bilder/Witch splashing Woman.bmp","bilder/Woman splashing Witch.bmp","Wo ist die Hexe, die die Frau bespritzt?"
"2822",53,"9",1,1016,10,1,1,0,"test",20,"","",NA,"","4",20,"4","bilder/chef sitting at table.bmp","bilder/chef sitting at table2.bmp","Wo sitzt der Koch am Tisch?"
"2823",53,"9",2,512,1,1,0,0,"test",21,"","",NA,"","{+}",21,"{+}","bilder/Granny pushing Singer.bmp","bilder/Granny combing Singer.bmp","Wo ist die Sängerin, die die Großmutter kämmt"
"2824",53,"9",2,35,2,1,0,0,"test",22,"","",NA,"","4",22,"4","bilder/Child waking Witch.bmp","bilder/Witch waking Child.bmp","Wo ist die Hexe, die das Kind weckt"
"2825",53,"9",2,1024,10,1,1,0,"test",23,"","",NA,"","4",23,"4","bilder/grandma with handbag waves man.bmp","bilder/grandma with handbag waves man 2.bmp","Wo ist die Großmutter mit der Handtasche"
"2826",53,"9",2,511,1,1,1,0,"test",24,"","",NA,"","4",24,"4","bilder/Child kissing Girl.bmp","bilder/Child splashing Girl.bmp","Wo ist das Mädchen, das das Kind küsst"
"2827",53,"9",2,31,2,1,0,0,"test",25,"","",NA,"","{+}",25,"{+}","bilder/Queen hugging Doctor.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin umarmt"
"2828",53,"9",2,1026,10,1,1,0,"test",26,"","",NA,"","{+}",26,"{+}","bilder/woman listens to radio 2.bmp","bilder/woman listens to radio.bmp","Wo hört die Frau Radio"
"2829",53,"9",2,510,1,1,1,0,"test",27,"","",NA,"","{+}",27,"{+}","bilder/Woman combing Ballerina.bmp","bilder/Woman splashing Ballerina.bmp","Wo ist die Ballerina, die die Frau bespritzt"
"2830",53,"9",2,22,2,1,0,0,"test",28,"","",NA,"","4",28,"4","bilder/Girl pushing granny.bmp","bilder/Granny pushing Girl.bmp","Wo ist die Großmutter, die das Mädchen schubst"
"2831",53,"9",2,1027,10,1,1,0,"test",29,"","",NA,"","4",29,"4","bilder/girl prods man with ruler HA.bmp","bilder/girl prods man with ruler LA.bmp","Wo ist das Mädchen mit dem lineal?"
"2832",53,"9",2,1022,10,1,1,0,"test",30,"","",NA,"","{+}",30,"{+}","bilder/man reads newspaper 2.bmp","bilder/man reads newspaper.bmp","Wo liest der Mann die Zeitung?"
"2833",53,"9",2,509,1,1,1,0,"test",31,"","",NA,"","4",31,"4","bilder/Witch waking Photographer.bmp","bilder/Witch kissing Photographer.bmp","Wo ist die Fotografin, die die Hexe weckt"
"2834",53,"9",2,30,2,1,0,0,"test",32,"","",NA,"","{+}",32,"{+}","bilder/Queen splashing Granny.bmp","bilder/Granny splashing Queen.bmp","Wo ist die Königin, die die Großmutter bespritzt"
"2835",53,"9",2,1023,10,1,1,0,"test",33,"","",NA,"","{+}",33,"{+}","bilder/doctor talks on phone 2.bmp","bilder/doctor talks on phone.bmp","Wo telefoniert der Doktor"
"2836",53,"9",2,508,1,1,1,0,"test",34,"","",NA,"","4",34,"4","bilder/Doctor pushing Queen.bmp","bilder/Doctor hugging Queen.bmp","Wo ist die Königin, die die Ärztin schubst"
"2837",53,"9",2,33,2,1,1,0,"test",35,"","",NA,"","4",35,"4","bilder/Painter kissing Nurse.bmp","bilder/Nurse kissing Painter.bmp","Wo ist die Krankenschwester, die die Malerin küsst"
"2838",53,"9",2,1025,10,1,1,0,"test",36,"","",NA,"","{+}",36,"{+}","bilder/grandpa reads book to boy 2.bmp","bilder/grandpa reads book to boy.bmp","Wo liest der Großvater dem Jungen vor"
"2839",53,"9",2,1032,10,1,1,0,"test",37,"","",NA,"","4",37,"4","bilder/woman cuts cake.bmp","bilder/man cutting cake.bmp","Wo schneidet die Frau den Kuchen?"
"2840",53,"9",2,507,1,1,1,0,"test",38,"","",NA,"","{+}",38,"{+}","bilder/Painter waking Nurse.bmp","bilder/Painter hugging Nurse.bmp","Wo ist die Krankenschwester, die die Malerin umarmt"
"2841",53,"9",2,23,2,1,1,0,"test",39,"","",NA,"","{+}",39,"{+}","bilder/Child combing Painter.bmp","bilder/Painter combing Child.bmp","Wo ist das Kind, das die Malerin kämmt"
"2842",53,"9",2,1021,10,1,1,0,"test",40,"","",NA,"","4",40,"4","bilder/boy plays with dog.bmp","bilder/boy plays with dog2.bmp","Wo spielt der Junge mit dem Hund"
"2843",53,"9",2,501,1,1,1,0,"test",41,"","",NA,"","4",41,"4","bilder/Ballerina kissing Doctor.bmp","bilder/Ballerina pushing Doctor.bmp","Wo ist die Ärztin, die die Ballerina küsst?"
"2844",53,"9",2,5,2,1,1,0,"test",42,"","",NA,"","{+}",42,"{+}","bilder/13a.bmp","bilder/13b.bmp","Wo ist das Kind, das die Königin schubst?"
"2845",53,"9",2,1001,10,1,1,0,"test",43,"","",NA,"","4",43,"4","bilder/boy laughing.bmp","bilder/boy laughing2.bmp","Wo lacht der Junge?"
"2846",53,"9",2,505,1,1,1,0,"test",44,"","",NA,"","{+}",44,"{+}","bilder/Girl waking Painter.bmp","bilder/Girl combing Painter.bmp","Wo ist die Malerin, die das Mädchen kämmt?"
"2847",53,"9",2,2,2,1,1,0,"test",45,"","",NA,"","4",45,"4","bilder/Witch kissing Photographer.bmp","bilder/Photographer kissing Witch.bmp","Wo ist die Fotografin, die die Hexe küsst?"
"2848",53,"9",2,1011,10,1,1,0,"test",46,"","",NA,"","{+}",46,"{+}","bilder/grandpa waving chef2.bmp","bilder/grandpa waving chef.bmp","Wo winkt der Großvater dem Koch?"
"2849",53,"9",2,506,1,1,1,0,"test",47,"","",NA,"","4",47,"4","bilder/Singer pushing Witch.bmp","bilder/Singer combing Witch.bmp","Wo ist die Hexe, die die Sängerin schubst?"
"2850",53,"9",2,6,2,1,1,0,"test",48,"","",NA,"","{+}",48,"{+}","bilder/Doctor waking Ballerina.bmp","bilder/Ballerina waking Doctor.bmp","Wo ist die Ärztin, die die Ballerina weckt?"
"2851",53,"9",2,1007,10,1,1,0,"test",49,"","",NA,"","{+}",49,"{+}","bilder/girl riding bike2.bmp","bilder/girl riding bike.bmp","Wo fährt das Mädchen mit dem Fahrrad?"
"2852",53,"9",2,504,1,1,1,0,"test",50,"","",NA,"","{+}",50,"{+}","bilder/Nurse kissing Child.bmp","bilder/Nurse splashing Child.bmp","Wo ist das Kind, das die Krankenschwester bespritzt?"
"2853",53,"9",2,12,2,1,0,0,"test",51,"","",NA,"","4",51,"4","bilder/50b.bmp","bilder/50a.bmp","Wo ist die Frau, die das Mädchen umarmt?"
"2854",53,"9",2,1010,10,1,1,0,"test",52,"","",NA,"","4",52,"4","bilder/grandpa dancing.bmp","bilder/grandpa dancing2.bmp","Wo tanzt der Großvater?"
"2855",53,"9",2,502,1,1,1,0,"test",53,"","",NA,"","{+}",53,"{+}","bilder/Photographer splashing Granny.bmp","bilder/Photographer hugging Granny.bmp","Wo ist die Großmutter, die die Fotografin umarmt?"
"2856",53,"9",2,17,2,1,0,0,"test",54,"","",NA,"","4",54,"4","bilder/Granny combing Woman.bmp","bilder/Woman combing Granny.bmp","Wo ist die Frau, die die Großmutter kämmt?"
"2857",53,"9",2,1008,10,1,1,0,"test",55,"","",NA,"","4",55,"4","bilder/girl tickling boy with feather HA.bmp","bilder/girl talks to boy with tube LA.bmp","Wo kitzelt das Mädchen den Jungen?"
"2858",53,"9",2,1013,10,1,1,0,"test",56,"","",NA,"","{+}",56,"{+}","bilder/man cutting cake2.bmp","bilder/man cutting cake.bmp","Wo schneidet der Mann den Kuchen?"
"2859",53,"9",2,503,1,1,1,0,"test",57,"","",NA,"","4",57,"4","bilder/Queen waking Woman.bmp","bilder/Queen hugging Woman.bmp","Wo ist die Frau, die die Königin weckt?"
"2860",53,"9",2,8,2,1,1,0,"test",58,"","",NA,"","{+}",58,"{+}","bilder/25a.bmp","bilder/25b.bmp","Wo ist die Sängerin, die das Mädchen bespritzt?"
"2861",53,"9",3,1020,10,1,1,0,"test",59,"","",NA,"","{+}",59,"{+}","bilder/grandpa bathing 2.bmp","bilder/grandpa bathing.bmp","Wo badet der Großvater"
"2862",53,"9",3,32,2,1,1,0,"test",60,"","",NA,"","4",60,"4","bilder/Singer splashing Photographer.bmp","bilder/Photographer splashing Singer.bmp","Wo ist die Fotografin, die die Sängerin bespritzt"
